Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_approved,Application_order,Application_mode,Debtor,Scholarship_holder,Tuition_fees_up_to_date,Daytime_evening_attendance,Gender,Displaced,Status
140.0,128.5,18,8,6,1,0,1,1,1,0,1,Graduate
140.0,129.9,19,6,1,17,0,1,1,1,0,0,Graduate
137.0,125.8,20,5,4,17,1,0,1,1,1,0,Dropout
144.0,129.3,18,0,1,17,0,1,1,1,1,1,Enrolled
138.0,124.7,18,0,6,1,0,0,1,1,1,1,Dropout
130.0,154.9,35,5,1,39,1,0,0,1,1,0,Dropout
142.0,127.3,18,3,1,17,0,0,1,1,1,0,Enrolled
136.0,129.0,19,0,1,1,0,1,1,1,1,1,Graduate
133.1,98.0,19,4,2,1,0,1,1,1,1,1,Enrolled
130.0,122.0,20,2,2,17,0,0,1,1,1,1,Enrolled
117.0,112.5,19,3,1,43,0,0,1,1,1,1,Enrolled
136.0,127.3,19,3,3,1,0,0,1,1,1,1,Dropout
133.1,100.5,24,0,2,39,0,0,1,1,1,0,Dropout
140.0,122.0,29,4,1,39,1,0,0,0,1,1,Dropout
150.0,140.0,24,7,1,39,0,0,1,1,1,0,Graduate
121.0,116.1,19,5,2,17,0,0,1,1,1,1,Graduate
120.0,130.0,37,0,1,7,0,0,1,1,1,1,Dropout
143.0,146.2,18,5,2,5,0,0,1,1,1,1,Graduate
180.0,180.0,20,6,1,44,0,1,1,1,1,0,Enrolled
132.0,127.8,18,0,5,1,0,0,0,1,1,1,Dropout
130.0,130.8,22,0,1,43,0,0,1,1,1,0,Enrolled
133.1,109.0,22,3,2,17,0,1,1,1,1,1,Enrolled
131.0,132.4,18,0,5,1,1,0,0,1,1,1,Dropout
149.0,129.3,18,7,3,1,0,0,1,1,1,1,Graduate
124.0,125.4,19,6,1,1,0,0,1,1,1,1,Graduate
126.0,130.2,19,5,1,1,0,0,1,1,1,0,Enrolled
140.0,132.0,19,5,1,1,0,0,1,1,1,0,Dropout
170.0,170.0,21,6,1,44,1,0,1,1,1,1,Graduate
133.0,130.2,19,5,2,1,0,0,1,1,1,0,Enrolled
126.0,115.5,18,6,2,18,0,0,1,1,1,0,Graduate
129.0,127.6,19,5,2,16,0,0,1,1,1,1,Dropout
140.0,140.0,25,6,1,7,0,0,1,1,1,0,Graduate
130.0,120.2,22,6,1,1,0,0,1,1,1,1,Graduate
130.0,150.0,24,7,1,39,0,0,1,1,1,0,Graduate
99.0,100.0,19,7,2,1,0,0,1,1,1,1,Graduate
146.0,100.0,18,4,1,43,0,0,1,1,1,0,Enrolled
129.0,128.0,20,0,1,17,0,0,0,1,1,0,Dropout
132.0,128.0,19,7,2,1,0,1,1,1,1,1,Graduate
110.0,107.2,19,2,3,43,0,0,1,1,1,1,Dropout
116.0,110.1,19,5,1,1,0,0,1,1,1,1,Graduate
119.0,119.0,23,0,1,43,1,0,1,1,1,0,Dropout
120.0,155.5,47,5,1,39,0,0,1,1,1,0,Dropout
117.0,118.4,19,6,1,1,0,0,1,1,1,0,Graduate
137.0,141.2,19,0,4,1,0,0,1,1,1,1,Graduate
124.0,119.1,18,0,1,1,0,0,1,1,1,1,Dropout
151.0,111.0,28,2,1,43,0,0,1,1,1,0,Dropout
138.6,138.6,20,4,1,43,0,0,1,1,1,1,Dropout
118.0,121.2,18,3,2,17,0,1,1,1,1,0,Enrolled
136.0,150.4,21,0,1,1,0,1,1,1,1,1,Graduate
123.0,117.8,19,4,1,1,0,0,1,1,1,0,Enrolled
133.1,102.5,24,0,1,39,1,0,0,1,1,0,Dropout
130.0,110.0,24,6,1,39,0,0,1,1,1,0,Enrolled
133.1,138.3,25,0,1,39,1,0,0,1,1,1,Enrolled
150.0,122.3,28,6,1,39,0,0,1,1,1,0,Graduate
130.0,127.8,37,4,1,39,0,0,1,0,1,0,Enrolled
128.0,100.0,19,5,1,43,0,0,1,1,1,0,Enrolled
133.0,126.4,18,7,4,17,0,1,1,1,1,1,Graduate
133.1,100.0,48,3,1,39,0,0,1,1,1,0,Dropout
129.0,117.1,21,6,4,17,0,0,1,1,1,1,Graduate
128.0,124.7,19,6,1,17,0,1,1,1,1,0,Enrolled
136.0,124.1,21,0,2,43,0,1,1,1,1,0,Enrolled
130.0,129.4,23,0,1,44,1,0,0,1,1,1,Dropout
141.0,138.9,18,5,1,1,0,0,1,1,1,1,Graduate
140.0,138.6,22,6,1,44,0,0,1,1,1,0,Dropout
122.0,133.9,25,10,1,16,0,0,1,1,1,1,Dropout
140.0,140.0,27,8,1,7,1,0,1,1,1,0,Dropout
133.1,95.1,49,0,1,39,0,0,0,1,1,0,Dropout
120.0,128.2,31,2,1,39,0,0,0,0,1,0,Dropout
133.1,121.5,54,6,1,39,0,0,1,1,1,0,Dropout
120.0,120.0,25,21,1,7,1,0,0,1,1,1,Dropout
130.0,130.0,20,3,1,44,0,0,1,1,1,0,Enrolled
120.0,120.0,28,2,1,7,0,0,1,1,1,0,Dropout
133.1,107.0,41,7,1,39,0,0,1,0,1,0,Graduate
122.0,116.1,19,6,2,1,0,1,1,1,1,0,Enrolled
123.0,114.4,22,0,1,43,0,0,1,1,1,0,Dropout
178.0,157.7,34,2,1,1,0,0,1,1,1,0,Dropout
130.0,150.0,28,11,1,39,1,0,0,1,1,0,Dropout
110.0,114.3,42,5,1,1,0,0,1,1,1,1,Enrolled
106.0,104.6,21,5,1,18,0,0,0,1,1,0,Enrolled
140.0,140.0,50,2,1,7,0,0,1,1,1,0,Dropout
108.0,109.1,19,0,4,1,0,0,1,1,1,1,Dropout
120.0,120.6,18,4,1,43,0,0,1,1,1,0,Dropout
100.0,161.9,59,0,1,39,0,0,1,0,1,0,Dropout
140.0,140.0,33,0,1,7,0,0,0,0,1,1,Dropout
133.1,178.0,23,6,2,17,0,1,1,1,1,1,Graduate
133.1,138.3,44,3,1,39,0,0,1,0,1,0,Dropout
140.0,128.0,37,0,4,1,0,0,1,0,1,1,Dropout
100.0,139.0,36,0,1,39,0,0,1,1,1,0,Dropout
123.0,113.2,22,3,2,1,0,0,0,0,1,0,Dropout
133.1,139.0,49,6,1,39,0,0,1,0,1,0,Graduate
135.0,110.0,23,6,1,51,0,0,1,1,1,1,Graduate
132.0,136.6,19,5,1,1,0,0,1,1,1,1,Enrolled
120.0,161.1,47,6,1,43,0,0,1,0,1,0,Dropout
130.0,130.0,28,17,1,43,0,0,1,1,1,0,Graduate
140.0,140.0,21,4,1,44,0,0,1,1,1,0,Enrolled
133.1,121.0,21,5,1,1,1,0,0,1,1,0,Dropout
120.0,118.6,21,10,1,43,0,0,1,1,1,0,Graduate
140.0,138.3,20,6,1,1,0,0,1,1,1,0,Enrolled
133.1,115.8,49,0,1,42,0,0,0,1,1,0,Dropout
120.0,160.0,40,5,1,39,0,0,1,0,1,0,Graduate
125.0,114.5,22,6,1,17,0,1,1,1,1,0,Graduate
136.0,117.5,19,4,1,42,0,0,1,1,1,0,Enrolled
133.1,121.7,31,0,1,39,0,0,1,0,1,0,Dropout
120.0,115.0,30,2,1,42,0,0,1,1,1,0,Dropout
127.0,125.3,19,5,1,1,0,0,1,1,1,0,Graduate
131.0,131.0,22,3,1,18,0,0,1,1,1,0,Dropout
127.0,126.3,19,6,1,1,0,0,1,1,1,0,Graduate
132.0,127.1,21,0,1,17,0,0,0,1,1,0,Dropout
137.0,138.4,19,6,3,17,0,0,1,1,1,0,Graduate
126.0,100.0,22,0,2,43,0,0,1,1,1,1,Dropout
136.0,126.2,22,5,1,1,0,0,1,1,1,0,Graduate
124.0,118.8,19,4,1,1,0,0,1,1,1,0,Graduate
137.0,124.5,26,0,1,39,0,0,0,1,1,0,Dropout
140.0,140.0,23,3,1,44,0,0,1,1,1,0,Enrolled
131.0,125.1,18,6,1,17,0,0,1,1,1,0,Enrolled
130.0,118.8,22,5,1,1,1,1,1,1,1,0,Enrolled
136.0,125.2,19,5,5,18,0,0,1,1,1,1,Enrolled
133.1,95.0,20,0,1,17,0,0,1,1,1,0,Dropout
110.0,107.6,22,6,3,1,0,1,1,1,1,1,Enrolled
140.0,140.0,18,2,1,7,0,0,0,1,1,1,Dropout
133.1,125.4,39,0,2,43,0,0,1,0,1,0,Dropout
141.0,128.0,18,0,1,1,0,0,1,1,1,0,Dropout
130.0,129.3,18,5,3,17,0,1,1,1,1,0,Graduate
160.0,152.0,19,6,1,1,0,1,1,1,1,0,Graduate
140.0,128.8,18,6,1,1,0,0,1,1,1,0,Graduate
150.0,152.8,18,4,1,1,0,1,1,1,1,1,Dropout
150.0,150.0,22,4,1,44,0,0,1,1,1,1,Graduate
133.1,112.0,19,6,1,1,0,0,1,1,1,0,Graduate
152.0,135.6,18,5,1,1,0,0,1,1,1,1,Dropout
133.1,134.4,31,2,1,39,1,0,0,1,1,0,Dropout
130.0,120.5,28,0,1,39,0,0,1,0,1,0,Dropout
148.0,141.4,19,0,1,1,0,0,1,1,1,0,Dropout
148.0,145.2,20,6,1,17,0,0,1,1,1,0,Graduate
130.0,140.0,50,4,1,39,0,0,1,1,1,0,Dropout
160.0,100.0,38,5,1,43,0,0,1,1,1,0,Enrolled
130.0,140.0,31,1,1,39,0,0,1,0,1,1,Dropout
110.0,126.0,27,7,1,39,0,0,1,1,1,1,Enrolled
122.0,112.6,21,6,1,18,0,0,1,1,1,1,Graduate
110.0,106.8,34,1,1,39,0,0,1,1,1,0,Dropout
129.0,121.6,19,0,1,51,0,0,1,1,1,1,Enrolled
110.0,120.0,40,2,1,39,0,0,0,0,1,1,Dropout
170.0,160.6,18,0,1,1,0,1,1,1,1,1,Graduate
110.0,130.0,46,0,1,39,1,1,0,1,1,0,Dropout
110.0,110.0,37,0,5,43,0,0,1,0,1,0,Dropout
133.1,110.0,31,0,1,39,0,0,1,1,1,1,Dropout
133.1,145.8,34,5,1,39,0,0,1,1,1,0,Graduate
126.0,130.2,18,0,6,1,0,1,1,1,1,1,Dropout
137.0,122.3,18,6,1,1,0,1,1,1,1,0,Graduate
117.0,125.4,19,6,4,17,0,1,1,1,1,1,Graduate
100.0,130.0,40,4,1,43,0,0,1,0,1,0,Dropout
120.0,150.0,25,0,1,39,0,0,1,1,1,0,Dropout
126.0,116.9,20,4,5,17,1,0,1,1,1,1,Dropout
122.0,114.7,20,5,1,17,0,0,1,1,1,0,Enrolled
111.0,95.8,43,0,1,39,0,0,0,1,1,1,Dropout
139.0,133.1,18,4,4,17,0,0,1,1,1,1,Enrolled
150.0,150.0,35,18,1,43,0,0,1,1,1,0,Graduate
116.0,118.5,23,4,2,17,0,0,1,0,1,0,Graduate
130.0,131.1,19,7,1,17,0,0,1,1,1,0,Graduate
150.0,150.3,21,9,1,53,0,1,1,1,1,1,Graduate
132.0,120.5,19,4,1,43,0,0,1,1,1,0,Enrolled
108.0,105.6,20,5,1,18,0,0,1,1,1,1,Graduate
133.1,125.3,30,0,1,39,0,1,1,1,1,0,Dropout
120.0,131.0,44,6,1,39,0,0,1,1,1,1,Graduate
146.0,127.0,19,7,1,18,0,0,1,1,1,0,Graduate
150.0,150.0,22,12,1,44,0,0,1,1,1,1,Graduate
160.0,149.2,18,4,1,1,0,0,1,1,1,0,Graduate
125.0,121.5,21,4,1,17,0,1,1,1,1,1,Graduate
125.0,137.3,18,0,2,1,0,0,1,1,1,0,Dropout
122.0,119.6,18,6,4,17,0,0,1,1,1,1,Graduate
138.0,141.5,19,0,1,1,0,0,1,1,1,0,Graduate
150.0,150.0,21,4,1,44,0,0,1,1,1,1,Dropout
140.0,110.0,31,6,1,39,0,0,1,1,1,0,Graduate
113.0,110.2,21,4,5,17,0,0,1,1,1,1,Dropout
139.0,110.3,24,1,1,39,1,0,1,1,1,0,Enrolled
133.1,120.0,27,0,1,42,0,0,1,1,1,0,Dropout
118.0,114.2,20,3,5,1,0,0,1,1,1,1,Graduate
140.0,140.0,22,0,1,44,0,0,1,1,1,1,Enrolled
144.0,132.8,19,4,1,1,0,1,1,1,1,0,Enrolled
125.0,121.5,19,6,1,18,0,0,1,1,1,1,Graduate
131.0,127.2,23,13,1,1,1,0,1,1,1,1,Enrolled
131.0,128.2,18,6,1,17,0,0,1,1,1,1,Graduate
140.0,133.4,29,6,1,1,0,0,0,1,1,1,Enrolled
133.1,120.0,29,1,1,39,0,0,1,1,1,1,Dropout
140.0,140.0,20,6,1,44,0,0,1,1,1,0,Enrolled
139.0,136.9,19,0,5,1,0,1,1,1,1,1,Graduate
125.0,117.0,22,0,3,17,0,0,1,1,1,1,Enrolled
117.0,110.7,20,5,2,1,0,0,1,1,1,1,Enrolled
150.0,160.0,24,4,1,39,0,0,1,1,1,1,Enrolled
95.0,95.0,21,4,1,1,0,0,0,1,1,0,Dropout
150.0,148.8,25,4,1,39,0,1,1,1,1,0,Graduate
120.0,110.0,32,0,1,39,0,0,0,1,1,0,Dropout
136.0,133.9,26,8,1,43,0,0,0,0,1,0,Dropout
133.0,125.7,18,6,1,1,0,1,1,1,1,1,Graduate
125.0,116.6,19,5,1,17,0,1,1,1,1,0,Graduate
127.0,141.0,19,6,3,1,0,1,1,1,1,1,Graduate
130.0,130.0,27,6,1,7,0,0,1,1,1,0,Dropout
130.0,130.0,21,10,1,53,1,0,1,1,1,0,Enrolled
127.0,115.8,20,4,1,17,0,0,1,1,1,0,Enrolled
140.0,140.0,21,6,1,44,0,0,1,1,1,1,Graduate
125.0,126.1,22,5,5,1,0,0,1,1,1,1,Enrolled
135.0,137.5,19,0,1,1,1,0,0,1,1,1,Graduate
132.0,120.8,18,4,4,17,0,1,1,1,1,1,Dropout
110.0,136.5,28,0,2,39,0,0,1,1,1,0,Dropout
130.0,122.0,25,6,1,39,1,0,0,1,1,0,Dropout
130.0,130.0,25,8,1,43,0,0,1,1,1,0,Dropout
135.0,126.3,18,2,1,1,0,0,1,1,1,0,Enrolled
133.1,98.0,26,0,1,1,0,0,1,1,1,0,Dropout
135.0,121.0,18,5,3,17,0,1,1,1,1,1,Graduate
128.0,124.2,22,3,1,43,0,0,1,1,1,1,Enrolled
140.0,130.0,25,0,1,39,0,0,1,1,1,0,Dropout
135.0,136.1,19,5,2,1,0,0,1,1,1,1,Enrolled
131.0,132.8,19,6,2,17,0,0,1,1,1,1,Graduate
131.0,126.3,19,7,1,17,0,0,1,1,1,0,Graduate
100.0,111.5,45,4,1,39,0,0,1,0,1,0,Dropout
140.0,118.2,52,5,1,39,0,0,1,0,1,0,Graduate
124.0,115.6,20,3,1,1,0,0,0,1,1,1,Dropout
130.0,117.8,19,7,1,1,0,0,1,1,1,1,Graduate
142.0,127.0,21,4,1,1,1,0,0,1,1,0,Dropout
150.0,140.0,35,6,1,39,0,0,0,0,1,0,Graduate
110.0,106.0,36,0,1,39,0,0,1,1,1,1,Graduate
110.0,151.0,47,0,1,39,1,0,0,1,1,0,Dropout
112.0,106.4,22,0,1,18,0,0,1,0,1,0,Dropout
100.0,125.3,41,4,1,39,0,0,1,0,1,1,Dropout
130.0,130.0,26,0,1,7,0,0,1,1,1,0,Dropout
133.1,116.0,51,4,1,39,0,0,0,0,0,0,Dropout
150.0,120.0,43,3,2,39,0,0,1,0,0,0,Enrolled
100.0,100.0,41,5,2,39,0,0,1,0,0,1,Graduate
130.0,118.5,23,8,2,43,0,0,1,1,1,1,Graduate
129.0,118.9,22,0,2,43,0,0,1,1,1,1,Dropout
127.0,119.3,25,4,2,17,0,1,1,1,1,1,Dropout
140.0,135.8,25,15,1,43,0,0,1,0,1,1,Graduate
130.0,130.0,22,11,1,53,0,1,0,1,1,1,Graduate
133.1,129.8,24,7,1,39,0,0,1,1,1,0,Enrolled
140.0,150.0,47,0,1,39,0,0,1,1,1,0,Dropout
133.1,111.9,41,0,1,39,0,0,1,0,1,1,Dropout
120.0,150.1,43,6,1,39,0,0,1,1,1,1,Graduate
133.1,130.0,29,0,1,39,0,0,1,1,1,0,Dropout
120.0,128.0,30,0,2,39,0,0,1,1,1,0,Dropout
133.1,102.5,26,0,2,39,0,0,0,1,1,0,Dropout
133.1,102.5,27,0,2,39,0,0,0,0,1,0,Dropout
100.0,110.0,36,5,2,39,0,1,1,1,1,0,Graduate
133.1,114.0,29,6,1,39,0,0,1,1,1,0,Dropout
120.0,128.2,35,7,1,42,0,0,1,1,1,1,Dropout
128.0,116.5,18,4,1,1,0,1,1,1,1,0,Graduate
172.0,149.3,24,5,1,1,0,1,1,0,1,0,Graduate
146.0,134.1,18,6,3,1,0,1,1,1,1,1,Dropout
135.0,126.6,18,4,4,17,0,0,1,1,1,1,Enrolled
160.0,120.0,21,0,1,43,0,0,1,1,1,0,Enrolled
150.0,133.5,21,5,1,42,0,0,1,1,1,1,Graduate
130.0,110.0,32,13,1,39,0,0,1,1,1,0,Graduate
111.0,107.5,22,3,4,1,0,1,1,1,1,1,Dropout
130.0,130.0,32,11,1,7,0,0,0,1,1,1,Dropout
170.0,111.6,35,1,1,43,0,0,1,1,1,0,Dropout
133.1,101.0,23,0,3,18,0,0,0,1,1,1,Dropout
100.0,108.3,39,5,1,39,0,0,1,0,1,0,Enrolled
120.0,128.2,35,0,1,43,0,0,1,1,1,0,Dropout
110.0,150.0,32,6,1,39,0,0,1,1,1,0,Graduate
133.1,142.8,20,0,1,1,0,0,1,1,1,0,Dropout
120.0,100.0,34,6,1,39,0,0,1,1,1,0,Enrolled
150.0,150.0,44,7,1,7,0,0,1,0,1,1,Dropout
133.1,156.5,53,2,1,39,0,0,1,1,1,0,Graduate
120.0,98.6,28,0,1,39,1,0,0,1,1,0,Dropout
130.0,130.0,31,9,1,7,0,0,1,0,1,0,Dropout
130.0,118.1,18,0,1,1,1,0,0,1,1,0,Enrolled
100.0,120.0,44,4,1,39,1,0,0,1,1,0,Dropout
142.0,127.7,19,5,1,1,0,0,1,1,1,1,Graduate
130.0,130.0,21,12,1,15,0,0,1,1,1,0,Enrolled
148.0,147.7,18,0,1,18,0,1,1,1,1,0,Dropout
170.0,170.0,20,6,1,44,0,0,1,1,1,1,Graduate
110.0,110.2,55,6,1,39,0,0,1,1,1,0,Graduate
166.0,146.4,27,3,1,1,0,0,1,1,1,0,Enrolled
135.0,121.0,19,0,2,17,0,0,1,1,1,0,Dropout
133.0,129.9,18,5,1,1,0,0,1,1,1,0,Graduate
133.1,132.0,43,4,1,39,0,0,1,1,1,0,Dropout
121.0,125.9,18,0,3,18,0,0,1,1,1,1,Dropout
159.0,165.7,18,0,1,1,0,0,1,1,1,1,Dropout
130.0,122.7,20,0,5,17,1,1,1,1,1,1,Dropout
121.0,141.4,29,4,1,39,1,0,0,0,1,0,Dropout
133.1,156.4,44,5,1,39,1,0,1,1,1,1,Dropout
146.0,148.5,18,4,1,1,0,0,1,1,1,1,Enrolled
140.0,140.0,20,5,1,44,0,1,1,1,1,0,Enrolled
125.0,131.7,20,4,1,43,0,0,1,1,1,1,Dropout
120.0,104.7,36,0,2,39,0,0,1,1,1,1,Dropout
150.0,150.0,19,5,1,44,0,0,1,1,1,1,Enrolled
110.0,110.0,29,0,1,39,0,0,0,1,1,0,Dropout
120.0,129.1,18,4,1,1,0,0,1,1,1,1,Dropout
133.1,120.0,24,0,1,39,0,0,0,1,1,0,Dropout
133.1,127.0,20,6,1,1,0,0,1,1,1,0,Graduate
133.1,151.5,45,0,1,39,1,0,0,0,1,0,Dropout
130.0,126.8,28,20,2,43,0,1,1,1,1,1,Graduate
160.0,140.8,23,6,1,1,0,0,1,1,1,1,Enrolled
128.0,125.6,18,7,1,1,0,0,1,1,1,1,Graduate
140.0,127.8,23,3,2,1,0,0,1,1,1,1,Dropout
120.0,120.0,22,0,1,43,0,0,1,1,1,1,Enrolled
140.0,131.3,22,6,1,1,0,1,1,1,1,0,Graduate
120.0,155.7,33,5,1,39,0,0,1,0,1,0,Graduate
130.0,128.5,21,10,1,53,0,0,1,1,1,0,Graduate
100.0,170.0,45,5,1,39,0,0,1,1,1,0,Graduate
133.1,100.0,44,4,1,39,0,0,0,1,1,0,Dropout
110.0,107.2,42,0,1,39,0,0,1,1,1,0,Dropout
147.0,139.3,20,0,1,18,0,0,1,1,1,1,Dropout
133.0,123.2,20,3,6,17,0,0,1,1,1,1,Enrolled
137.0,122.3,20,6,2,1,0,1,1,1,1,1,Graduate
124.0,127.9,20,3,2,17,0,0,1,1,1,1,Enrolled
128.0,120.3,19,5,2,1,0,0,1,1,1,0,Enrolled
120.0,128.5,26,4,1,51,1,0,0,0,1,0,Dropout
133.1,150.0,31,6,1,39,0,0,1,1,1,0,Graduate
142.0,136.1,19,6,1,1,1,1,1,1,1,0,Graduate
100.0,128.0,28,6,1,39,0,0,1,1,1,1,Graduate
149.0,158.1,20,0,1,1,0,1,1,1,1,1,Graduate
110.0,108.7,43,6,2,1,0,0,1,0,0,1,Graduate
133.1,110.0,25,0,1,39,0,1,1,1,1,0,Dropout
133.1,120.0,40,2,1,39,1,0,1,1,0,0,Dropout
150.0,150.0,20,6,1,44,0,0,1,1,0,0,Graduate
133.1,113.0,46,3,1,39,0,0,1,0,0,0,Graduate
121.0,118.6,26,20,1,51,0,0,1,1,0,0,Graduate
133.1,148.8,34,6,1,39,0,1,1,1,0,0,Graduate
122.0,120.3,19,0,3,18,0,0,1,1,0,1,Dropout
143.0,127.0,18,7,6,1,0,1,1,1,0,1,Graduate
123.0,113.8,18,7,1,1,0,0,1,1,0,1,Graduate
120.0,108.0,37,6,1,39,0,1,1,0,1,0,Graduate
114.0,129.1,23,0,1,17,0,1,1,1,1,0,Graduate
114.0,135.9,26,14,1,43,0,0,1,1,1,0,Graduate
154.4,154.4,18,5,2,10,0,0,0,1,0,1,Dropout
190.0,190.0,18,4,1,15,0,0,1,1,0,1,Enrolled
136.0,132.5,19,7,4,17,0,0,1,1,0,1,Graduate
163.3,163.3,18,6,2,10,0,0,1,1,0,0,Graduate
126.0,122.5,19,6,1,1,0,0,1,1,0,1,Dropout
122.0,121.0,20,4,4,17,0,0,1,1,1,1,Enrolled
137.0,131.8,22,6,1,17,0,1,1,1,0,0,Graduate
139.0,135.0,18,7,3,1,0,1,1,1,0,1,Graduate
142.0,141.7,18,6,1,17,0,1,1,1,0,0,Graduate
133.1,131.3,18,6,3,1,0,1,1,1,0,1,Graduate
126.0,123.9,18,6,6,1,0,1,1,1,0,1,Graduate
131.0,126.1,18,6,2,1,0,0,1,1,0,1,Graduate
131.0,126.5,19,7,6,17,0,1,1,1,0,1,Graduate
108.0,107.3,20,0,1,17,0,0,1,1,0,0,Dropout
133.1,95.0,19,6,4,17,0,1,1,1,0,1,Dropout
122.0,116.1,18,6,2,1,0,0,1,1,0,1,Graduate
143.0,134.6,18,6,4,1,0,1,1,1,0,1,Dropout
135.0,128.0,18,7,6,17,0,1,1,1,0,1,Graduate
148.0,144.2,18,6,2,17,0,0,1,1,0,1,Graduate
134.0,129.5,18,5,1,17,0,1,1,1,0,0,Graduate
122.0,116.8,18,6,1,17,1,0,1,1,0,1,Graduate
160.0,160.0,20,6,1,44,0,1,1,1,0,0,Graduate
126.0,127.1,19,3,2,16,0,1,1,1,0,1,Graduate
138.0,126.3,18,6,1,17,0,1,1,1,0,1,Enrolled
115.0,112.9,19,6,1,1,0,1,1,1,0,1,Graduate
141.0,130.2,19,5,2,17,0,0,1,1,0,1,Enrolled
100.0,100.0,19,5,1,43,0,0,1,1,0,0,Enrolled
130.0,121.6,19,6,1,1,0,0,1,1,0,0,Graduate
130.0,130.0,20,6,1,15,1,0,1,1,0,0,Graduate
135.0,121.7,18,4,1,18,0,1,1,1,0,1,Graduate
120.0,120.0,33,2,1,7,0,0,1,1,0,0,Dropout
148.0,143.5,19,6,1,1,0,1,1,1,0,0,Dropout
136.0,128.3,18,7,2,17,0,1,1,1,0,0,Graduate
108.0,111.9,19,0,1,17,0,0,1,1,0,0,Dropout
140.0,140.0,19,3,1,44,0,0,1,1,0,0,Enrolled
153.0,137.6,18,6,3,1,0,0,1,1,0,1,Graduate
135.0,135.0,20,6,1,1,0,0,1,1,0,1,Graduate
146.0,133.8,19,8,5,1,0,0,1,1,0,1,Graduate
130.0,126.9,18,6,2,1,0,1,1,1,1,1,Graduate
113.0,106.7,19,2,2,17,1,1,1,1,1,1,Dropout
145.7,145.7,25,15,1,43,0,0,1,0,0,1,Graduate
145.0,153.1,20,6,3,17,0,1,1,1,0,1,Enrolled
126.0,118.7,19,6,1,1,0,0,1,0,0,0,Graduate
160.0,161.8,33,2,1,17,1,0,1,0,1,1,Dropout
134.0,124.9,18,3,4,18,1,0,1,1,1,1,Enrolled
163.0,150.8,18,4,1,1,0,0,1,1,1,1,Enrolled
130.0,130.0,19,4,1,15,0,0,1,1,0,0,Graduate
165.0,163.6,18,0,2,1,0,0,1,1,0,1,Enrolled
142.0,115.0,19,5,1,43,0,0,1,1,0,0,Enrolled
156.0,136.8,18,6,1,1,0,0,1,1,0,1,Dropout
141.0,130.9,18,6,5,17,0,0,1,1,0,1,Graduate
143.0,127.0,18,8,3,1,0,0,1,1,0,1,Graduate
133.1,120.0,37,2,1,39,0,0,1,1,0,0,Dropout
133.0,126.0,20,1,1,1,0,0,1,1,0,0,Enrolled
172.0,153.8,20,6,1,1,0,1,1,1,0,1,Graduate
140.0,140.0,21,6,1,15,0,0,1,1,1,0,Graduate
142.0,136.6,18,7,1,17,0,1,1,1,0,0,Graduate
140.0,105.0,26,3,1,39,0,0,1,0,0,0,Enrolled
133.1,139.4,41,5,1,39,1,0,1,1,0,0,Enrolled
148.0,140.0,18,6,2,1,0,1,1,1,0,1,Graduate
137.0,130.8,18,8,4,1,1,0,1,1,0,0,Graduate
143.0,138.8,31,7,1,1,0,0,1,1,0,1,Graduate
133.1,110.0,23,6,1,1,1,0,1,1,0,0,Graduate
138.0,127.8,19,6,4,1,0,0,1,1,0,1,Graduate
138.0,134.2,20,6,3,16,0,1,1,1,0,1,Graduate
150.0,143.0,40,9,1,39,0,0,1,0,0,0,Graduate
120.0,120.0,32,4,1,44,1,0,1,1,0,1,Dropout
110.0,113.2,24,2,4,1,0,0,1,1,0,1,Dropout
146.0,135.8,18,6,4,17,0,0,1,1,0,1,Graduate
148.0,143.5,18,6,1,1,0,0,1,1,0,0,Graduate
145.0,148.9,18,6,1,1,0,1,1,1,0,1,Graduate
133.1,115.6,27,0,1,39,0,0,0,1,0,1,Dropout
160.0,159.3,18,5,1,1,0,0,1,1,0,0,Graduate
150.0,138.5,26,4,1,39,0,0,1,0,0,0,Enrolled
130.0,133.2,19,6,1,1,0,0,1,1,0,1,Graduate
120.0,117.6,19,5,2,17,0,0,1,0,0,1,Graduate
115.0,108.7,21,3,2,18,0,0,1,1,0,1,Enrolled
133.1,106.0,24,2,4,1,0,0,1,1,0,1,Enrolled
120.0,122.6,20,3,1,17,0,0,1,1,0,0,Dropout
134.0,127.4,18,5,4,1,0,0,1,1,0,1,Enrolled
133.1,100.0,30,0,1,39,0,0,1,1,0,0,Dropout
133.1,95.0,22,6,1,1,1,0,0,1,0,1,Enrolled
130.0,130.0,21,9,1,7,0,0,1,1,0,0,Graduate
120.0,122.8,26,6,1,39,0,0,1,1,0,0,Dropout
115.0,115.0,23,2,1,17,0,0,1,1,0,1,Enrolled
135.0,145.9,18,6,1,17,0,1,1,1,0,0,Graduate
133.1,143.0,21,5,1,1,1,0,1,1,0,1,Dropout
145.0,100.0,18,0,1,43,0,1,1,1,0,0,Dropout
130.0,121.3,21,2,3,17,0,0,1,1,0,1,Enrolled
118.0,121.2,18,5,3,17,0,0,1,1,0,1,Enrolled
138.0,125.1,19,6,3,17,0,1,1,1,0,1,Dropout
122.0,112.9,22,4,1,17,0,0,1,1,0,1,Enrolled
126.0,120.8,19,6,3,1,0,0,1,1,0,1,Graduate
121.0,114.0,19,0,5,1,0,0,0,1,0,1,Dropout
152.0,132.1,19,2,1,17,0,0,1,1,0,1,Dropout
